CodigoPrestador,NombrePrestador,TipoIdentificacion,NumeroIdentificacion,NaturalezaJuridica,ESE,DepartamentoPrestador,MunicipioPrestador,DireccionPrestador,EmailPrestador,TelefonoPrestador,FechaCorte,municipios_count,sedes_count,id_entidad,razon_social,codigo_postal,pagina_web,ambito_SIIF
7600102541,FUNDACION CLINICA INFANTIL CLUB NOEL,NI,890399020,Privada,NO,Cali,76001,CALLE 5 # 22-76,clubnoel@yahoo.com,4854404,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600102594,A SANCHEZ RADIOLOGOS SAS,NI,800008128,Privada,NO,Cali,76001,AV 2CN # 23AN-44,contactenos@asanchezradiologos.com,926672846,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
7600102599,INVERSIONES DAMA SALUD SAS,NI,830108482,Privada,NO,Cali,76001,CRA 42 # 5-18,coordinadorhabilitacion@sonria.com.co,5519293,Fecha corte REPS: Jul 4 2023 1:19PM,1,3,,,,,
7600102630,CENTRO DE BIOMEDICINA REPRODUCTIVA DEL VALLE S.A.,NI,805000589,Privada,NO,Cali,76001,CRA 40 # 5B-105,fecundar@fecundar.com,5534300,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600102657,SOCIEDAD N.S.D.R. S.A.S,NI,805023423,Privada,NO,Cali,76001,CL 10 # 33-51,direccion.calidad@clinicanuestra.com ramiro.lozano@clinicanuestra.com,926609494 ext 619,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600102707,RIDOC SAS RESONANCIA DE OCCIDENTE,NI,805000737,Privada,NO,Cali,76001,CL 18N # 5N 34,mariela.tobar@clinicadeoccidente.com,926616460 - 926685537,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600102709,HUBERT RUIZ OPTICA LTDA,NI,800096757,Privada,NO,Cali,76001,AV 8N # 18-36,ruizjhub@hotmail.com,6604184/6534031-34,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
7600102870,FUNDACION VALLE DEL LILI,NI,890324177,Privada,NO,Cali,76001,KR 98 # 18-49,habilitacion@fvl.org.co,3319090,Fecha corte REPS: Jul 4 2023 1:19PM,1,5,,,,,
7600102915,RIESGO DE FRACTURA S.A. CAYRE,NI,830027158,Privada,NO,Cali,76001,CALLE 5 A NO. 43 - 54,calidad2@cayre.co,5562946,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600103013,CLINICA SAN FERNANDO S.A,NI,890300516,Privada,NO,Cali,76001,CALLE 5 # 38-48,clinicasanfernandocsfc@gmail.com,3930030,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600103066,CLINICA DE OCCIDENTE,NI,890300513,Privada,NO,Cali,76001,CALLE 18 NORTE # 5N-34,javier.tovar@clinicadeoccidente.com,6603000 Call Center 524 8505 (solo citas),Fecha corte REPS: Jul 4 2023 1:19PM,1,7,,,,,
7600103144,FUNDACION DE APOYO A LA SOLIDARIDAD FAS,NI,890329842,Privada,NO,Cali,76001,CALLE 23AN # 2N-61,fundacion.fas@gmail.com,6672879-6673127,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600103227,CENTRO DE NEUROREHABILITACION SURGIR S.A.S.,NI,800170915,Privada,NO,Cali,76001,CL 1A # 55B-118 - Barrio:EL SEMINARIO,calidad@surgir.com.co,3472232,Fecha corte REPS: Jul 4 2023 1:19PM,1,3,,,,,
7600103322,CRUZ ROJA COLOMBIANA SECCIONAL VALLE DEL CAUCA,NI,890306215,Privada,NO,Cali,76001,KR 38 BIS 5-91,enfermerasalud@cruzrojavalle.org.co,925184200,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
7600103322,CRUZ ROJA COLOMBIANA SECCIONAL VALLE DEL CAUCA,NI,890306215,Privada,NO,Valle del cauca,76001,KR 38 BIS 5-91,enfermerasalud@cruzrojavalle.org.co,925184200,Fecha corte REPS: Jul 4 2023 1:19PM,3,3,,,,,
7600103340,CENTRO RADIOLOGICO ORAL Y MAXILOFACIAL S.A.S. CROMAX,NI,800015779,Privada,NO,Cali,76001,CL 4B # 27-97 Local 101 Edificio SAn Fernando del Viento,cromax@cromax.com.co,925563141,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600103347,CENTRO MEDICO AFICENTER S.A.S,NI,805025635,Privada,NO,Cali,76001,CRA 43A # 5A-40,francisco.alzate@aficenter.com.co,5536086,Fecha corte REPS: Jul 4 2023 1:19PM,1,3,,,,,
7600103359,CLINICA VERSALLES S.A.,NI,800048954,Privada,NO,Cali,76001,AV 5AN # 23-46,juridico@clinicaversalles.com.co,6089990 EXT 439,Fecha corte REPS: Jul 4 2023 1:19PM,1,4,,,,,
7600103373,FUNDACION SERVICIOS INTEGRALES PARA LA MUJER SI MUJER,NI,890325039,Privada,NO,Cali,76001,CALLE 19N # 3N-50,npineda@fundacionsimujer.org,6683000,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600103381,ENDOCIRUJANOS SAS,NI,805019877,Privada,NO,Cali,76001,CRA 42 # 5B-53,endocirujanos@endocirujanos.com,5536524,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600103416,LABORATORIO MEDICO DR. GUILLERMO MONTES Y CIA S.A.S,NI,800177628,Privada,NO,Cali,76001,CALLE 7 # 29-55 CS 101 - 102 - 213,pilimontes@hotmail.com,5561550 - 5568079,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600103609,HOSPITAL DEPARTAMENTAL PSIQUIATRICO UNIVERSITARIO DEL VALLE E.S.E,NI,890304155,Pública,SI,Cali,76001,CALLE 5 No. 80-00,ventanillaunica@psiquiatricocali.gov.co,572 3223232,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,122476000,E.S.E. Hospital Psiquiátrico Universitario San Isidro - Cali,760034,http://www.psiquiatricocali.gov.co,No
7600103623,CORPORACION CENTRO INTERNACIONAL DE ENTRENAMIENTO E INVESTIGACIONES MEDICAS,NI,800092879,Mixta,NO,Cali,76001,KR 125 # 19-225,cideim@cideim.org.co,925552164,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600103643,FRESENIUS MEDICAL CARE COLOMBIA S.A,NI,830007355,Privada,NO,Cali,76001,CARRERA 42 # 7-69 PISO 3 Y PISO 4,Impuestos.Freseniuscol@fmc-ag.com,2941400,Fecha corte REPS: Jul 4 2023 1:19PM,1,3,,,,,
7600103715,HOSPITAL DE SAN JUAN DE DIOS,NI,890303841,Privada,NO,Cali,76001,CRA 4 # 17-67,calidadhospitaldesanjuandedios@gmail.com,4892222,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600103734,TRADISALUD S.A.S. # 1 (TRADICIONES EN SALUD S.A.S.),NI,805024194,Privada,NO,Cali,76001,AVENIDA 2C NORTE # 24-09 - Barrio:SAN VICENTE,tradisalud@hotmail.com,6676084,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
7600103754,CLÍNICA O'BYRNE SAS,NI,800250381,Privada,NO,Cali,76001,CRA 26 # 2-38,contabilidad@clinicaobyrne.com,5541287,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
7600103799,"Hospital Universitario del Valle ""Evaristo Garcia"" E.S.E.",NI,890303461,Pública,SI,Cali,76001,Calle 5 No. 36-08,direcciongeneral@huv.gov.co,6206000 EXT 1010,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,122176000,E.S.E. Hospital Universitario del Valle Evaristo García,760042,http://www.huv.gov.co,No
7600103827,ACOUSTIC SYSTEM S.A.S.,NI,805001506,Privada,NO,Cali,76001,CL 27 # 43-91 - Barrio:VILLA DEL SUR,servicio@acousticsystem.com,3349926,Fecha corte REPS: Jul 4 2023 1:19PM,1,3,,,,,
7600103954,HOSPITAL DEPARTAMENTAL MARIO CORREA RENGIFO EMPRESA SOCIAL DEL ESTADO,NI,890399047,Pública,SI,Cali,76001,Calle 2A Oeste   No 76  -  35,hmacore@hospitalmariocorrea.gov.co calidad@hospitalmariocorrea.gov.co,"3180020 ext 218, 200",Fecha corte REPS: Jul 4 2023 1:19PM,1,1,122376000,E.S.E. Hospital Departamental Mario Correa Rengifo - Cali,760035,http://www.hospitalmariocorrea.gov.co,No
7600103956,RED DE SALUD DEL NORTE EMPRESA SOCIAL DEL ESTADO,NI,805027287,Pública,SI,Cali,76001,Calle 46C No. 3B-00 Barrio Salomia,agutierrez@esenorte.gov.co,0924884646 EXTENSION 110-111,Fecha corte REPS: Jul 4 2023 1:19PM,1,17,220376001,E.S.E. Red de Salud del Norte,760046,http://www.esenorte.gov.co,No
7600103957,RED DE SALUD DEL ORIENTE EMPRESA SOCIAL DEL ESTADO E.S.E,NI,805027337,Pública,SI,Cali,76001,CALLE 72 U CARRERA 28 E 00,gerencia@redoriente.gov.co,(2)4377777 ext 7142 - 7178,Fecha corte REPS: Jul 4 2023 1:19PM,1,26,220276001,E.S.E. Red de Salud del Oriente,760022,http://www.redoriente.gov.co,No
7600103958,E.S.E. RED DE SALUD DEL CENTRO EMPRESA SOCIAL DEL ESTADO HOSPITAL PRIMITIVO IGLESIAS,NI,805027261,Pública,SI,Cali,76001,carrera 16 A No. 33 D 20  Barrio La Floresta,evaluacionymejora@saludcentro.gov.co,4851717 -4411518 - 3157315830,Fecha corte REPS: Jul 4 2023 1:19PM,1,16,220176001,E.S.E. Red Salud del Centro del Municipio de Cali,760023,http://www.esecentro.gov.co/,No
7600103959,RED DE SALUD DE LADERA EMPRESA SOCIAL DEL ESTADO,NI,805027289,Pública,SI,Cali,76001,Calle 5C # 39 - 51 B/ Tequendama,ventanillaunica@saludladera.gov.co,6080124,Fecha corte REPS: Jul 4 2023 1:19PM,1,37,220576001,E.S.E. Red de Salud de Ladera de Santiago de Cali,760045,http://www.saludladera.gov.co,No
7600104014,ASOCIACIÓN PROFAMILIA,NI,860013779,Privada,NO,Cali,76001,CALLE 7 No. 41 - 34  - Barrio:CAMBULOS,mroyo@profamilia.org.co,(602)3860001,Fecha corte REPS: Jul 4 2023 1:19PM,1,3,,,,,
7600104064,"COSMITET LTDA ,CORPORACION DE SERVICIOS MEDICOS INTERNACIONALES THEM Y COMPAÑIA LTDA",NI,830023202,Privada,NO,Cali,76001,KR 34 # 7-00,gestion_comercial@cosmitet.net,925185000,Fecha corte REPS: Jul 4 2023 1:19PM,1,10,,,,,
7600104286,OPTICA COLOMBIANA S.A.S,NI,860001449,Privada,NO,Cali,76001,KR 100 # 5-169 LC 197  Pasillo 1 - Barrio:UNICENTRO,contab@opticacolombiana.com,923156815,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
7600104336,CLINICA COLSANITAS S.A.,NI,800149384,Privada,NO,Cali,76001,CRA 31 # 125A-23,sfiguero@colsanitas.com,6252111,Fecha corte REPS: Jul 4 2023 1:19PM,1,11,,,,,
7600104613,RAYOS X DEL VALLE S.A.S,NI,805000864,Privada,NO,Cali,76001,Avenida 2 CN # 24 N-120  ofc 406 - Barrio:SAN VICENTE,rayosxdelvalle@outlook.es,3155712706,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600104726,LASKIN S.A.,NI,805011901,Privada,NO,Cali,76001,KR 39 No. 5A-91,coordinadorcalidad@laskin.com.co,(2) 5146018,Fecha corte REPS: Jul 4 2023 1:19PM,1,10,,,,,
7600104827,CENTRO DE MEDICINA FISICA Y REHABILITACION RECUPERAR,NI,805026771,Privada,NO,Cali,76001,CL 5A # 40-21 - Barrio:TEQUENDAMA,admon@recuperarips.com,4883333 ext 101-102,Fecha corte REPS: Jul 4 2023 1:19PM,1,5,,,,,
7600104893,LA OPTICA DEL NORTE S.A.S,NI,890307534,Privada,NO,Cali,76001,AV 6 # 20-52,laopticadelnorte@gmail.com,924421825-4444053,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
7600104920,E.S.E. HOSPITAL GERIATRICO ANCIANATO SAN MIGUEL,NI,890303448,Pública,SI,Cali,76001,KR 70 # 2A-04,ancianatosanmiguel@gmail.com,923390821,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,220776001,E.S.E. Hospital Geriátrico Ancianato San Miguel,760035,http://www.sanmiguel.gov.co,No
7600105039,FISIOPELVICA,NI,805010810,Privada,NO,Cali,76001,AV 4N 24 56,fisiopelvicamc@gmail.com,926535299,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600105108,SALUD FAMILIAR S.A. I. P.S.,NI,802021430,Privada,NO,Cali,76001,CL 41 No 5 C 46,sfvalle@saludfamiliar.com.co,925536473,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600105115,HOSPITAL ISAIAS DUARTE CANCINO EMPRESA SOCIAL DEL ESTADO,NI,805028530,Pública,SI,Cali,76001,CL  96 # 28 -E3 - 01,gerencia@hospitalidc-valle.gov.co,4140707 EXT 133,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,220176000,E.S.E. Hospital Isaías Duarte Cancino - Valle del Cauca,760023,http://hidc.gov.co,No
7600105186,Laboratorio Clìnico Òscar Collazos y Cìa,NI,800200522,Privada,NO,Cali,76001,CARRERA 42 # 5B 53,mylabcollazos@hotmail.com,4031198,Fecha corte REPS: Jul 4 2023 1:19PM,1,3,,,,,
7600105189,SERVIDOC S.A.,NI,805001183,Privada,NO,Cali,76001,AV 3AN # 23DN-08,administracion@servidocips.com,923815473 - 923828999 extensiones 402/ 403/406,Fecha corte REPS: Jul 4 2023 1:19PM,1,3,,,,,
7600105205,INSTITUTO PARA NIÑOS CIEGOS Y SORDOS DEL VALLE DEL CAUCA,NI,890303395,Privada,NO,Cali,76001,CL 5 B2 No 37A - 50,instituto@ciegosysordos.org.co,925141176,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
7600105358,INVERSIONES CREAR RAMA SAS,NI,830010671,Privada,NO,Cali,76001,AV 6 BIS N 29 NTE 46 LC 105,servicioalcliente@dentisalud.com.co,4896350 - 3799845,Fecha corte REPS: Jul 4 2023 1:19PM,1,4,,,,,
7600105414,SERVICIOS INTEGRADOS DE SALUD S.A.S,NI,815005012,Privada,NO,Cali,76001,Kra. 8 No. 52 - 164,serinsa@serinsaltda.com,4853137,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600105416,HEMATO ONCOLOGOS S.A.,NI,805017350,Privada,NO,Cali,76001,CL 5 B 5 No. 38-10,calidad@hematooncologos.com,925245839,Fecha corte REPS: Jul 4 2023 1:19PM,1,3,,,,,
7600105479,FUNDACION PARKINSON DE COLOMBIA,NI,805030698,Privada,NO,Cali,76001,CARRERA 36 No. 4-56,fparkinsoncolombia@hotmail.com,5542381,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600105535,CORPORACION CAMINOS,NI,890308962,Privada,NO,Cali,76001,CL 56 # 11-25,direccion@corpocaminos.org,6024437519,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600105651,"ESPECIALISTAS EN ENDOCRINOLOGÍA Y METABOLISMO OSEO SAS ""ENDOMET SAS""",NI,830508132,Privada,NO,Cali,76001,Calle 5D No. 38A-35 Consultorio 1036 Torre 1 Edificio Vida,endomet1036@yahoo.com,925577049,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600105684,ASOCIACIÓN DE PERSONAS CON AUTISMO-APA,NI,800205977,Privada,NO,Cali,76001,CALLE 2 # 43-86,apacali2015@hotmail.com,5524567,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600105765,CLINICA FARALLONES S A,NI,800212422,Privada,NO,Cali,76001,CL 9C # 50 -25,gerencia.cf@christus.co,4896070,Fecha corte REPS: Jul 4 2023 1:19PM,1,5,,,,,
7600105793,GENOMICS S.A.S.,NI,900023605,Privada,NO,Cali,76001,CARRERA 39 # 4-15,genomicssa@gmail.com,4058317,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600105817,SERVIMEDIC QUIRON S.A.S.,NI,900014785,Privada,NO,Cali,76001,CALLE 75 A # 20-81 LOCAL 10 y 11 ZONA 2  - Barrio:VALLE GRANDE - PARQUE COMERCIAL RÍO CAUCA,habilitacionriocauca@servimedicquiron.com,3155662,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
7600105879,LA OPTICA LIMITADA SEDE IMBANACO,NI,800168722,Privada,NO,Cali,76001,Cra 38 Bis No. 5B3- Bis 11,laopticalimitada@gmail.com,925520275,Fecha corte REPS: Jul 4 2023 1:19PM,1,3,,,,,
7600105910,PLASTIKOS CIRUJANOS S.A.S.,NI,805029464,Privada,NO,Cali,76001,Cra 46 No. 9C-85,coordinacion@plastikoscirujanos.com.co,5517474 - 3136464097,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600105945,OCCIDENTAL DE INVERSIONES MEDICO QUIRURGICAS S.A.,NI,805026250,Privada,NO,Cali,76001,AV 3N # 35N-10,gestioncalidad.sigma@gmail.com,924899595 668-7172 660-77 77,Fecha corte REPS: Jul 4 2023 1:19PM,1,3,,,,,
7600105964,UNIDAD VISUAL DEL VALLE S.A.,NI,900046378,Privada,NO,Cali,76001,CARRERA 43 # 5B - 47,unidadvisual@outlook.com,5548190,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600105964,UNIDAD VISUAL DEL VALLE S.A.,NI,900046378,Privada,NO,Valle del cauca,76001,CARRERA 43 # 5B - 47,unidadvisual@outlook.com,5548190,Fecha corte REPS: Jul 4 2023 1:19PM,3,3,,,,,
7600106013,ENDOSCOPIA DE OCCIDENTE LIMITADA,NI,900044011,Privada,NO,Cali,76001,CL 18N # 5-34 PI 1,danielaneira@hotmail.com,6603000 - EXT 139,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600106039,HOLISTICA UNIDAD DE MEDICINA INTEGRAL,NI,805010997,Privada,NO,Cali,76001,KR 29 5A-66,holistica@holisticamedicina.com,925561336,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600106158,CLINICAS ODONTOLOGICAS COODONTOLOGOS S.A.S,NI,830118704,Privada,NO,Cali,76001,AV 5N # 25N-14,coordinacionsalud@cmps.com.co,3705220-3182434454,Fecha corte REPS: Jul 4 2023 1:19PM,1,3,,,,,
7600106266,MORENO REYES S.A.S,NI,900066661,Privada,NO,Cali,76001,KR 40  # 5A - 68,asistentegerencia@clinicapicassocali.com,925534638 3128430673,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600106268,ASOCIACION DE DISCAPACITADOS DEL VALLE - ASODISVALLE,NI,805019832,Privada,NO,Cali,76001,Diagonal 71 N° 26i-69,asodisvalle2000@hotmail.com,926633385,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600106282,CENTRO OPTICO SOL Y LUNA LTDA,NI,900060262,Privada,NO,Cali,76001,calle 5D Nro 38-035 edificio de colores torre1  piso 10 consultorio 15,centroopticosolyluna@gmail.com,3175458291-3167796748,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600106313,MG MEDICAL GROUP SAS,NI,900088052,Privada,NO,Cali,76001,KR 90 # 34-52,coordinacion@medicalgroup.co,923160370,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600106357,CORAZON Y AORTA SAS,NI,900051107,Privada,NO,Cali,76001,CL 21N 6 N 14 OFIC 306,gerente@corazonyaorta.com,6600714,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600106383,UNIVER PLUS,NI,900033752,Privada,NO,Cali,76001,KR 39 5E 10,coordinadornacionalcalidad@univerplus.com,3164195115,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600106385,R.I.O. IPS S.A. RED DE IPS?S ODONTOLOGICAS S.A.,NI,900043361,Privada,NO,Cali,76001,KR 80 · 10 A 07 LOCAL 10,kleedentalgroup@gmail.com,5248737 - 3173018585,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600106388,MESSER COLOMBIA S.A.,NI,860005114,Privada,NO,Cali,76001,Calle 13 NRO. 33A 45,yesnile.garcia@messer-co.com,3142956274- 3134518117,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600106468,SENTIR FISIOTERAPIA AVANZADA LTDA,NI,900032539,Privada,NO,Cali,76001,AVENIDA 4N No. 26N54,sentirfisioterapiaavanzada@hotmail.com,923962707 - 3122867834 - 3104159117,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600106560,UNIDAD DE SALUD OCUPACIONAL S.A.S,NI,805002036,Privada,NO,Cali,76001,CL 23 BN # 3N-52,gestioncalidad@unidadso.com.co,(2) 6616747,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
7600106583,INVERSIONES EN RECREACION DEPORTE Y SALUD S.A. Sigla: BODYTECH S.A.,NI,830033206,Privada,NO,Cali,76001,KR 98 No. 16-200 LC 202,constanza.fonseca@bodytechcorp.com,924897964,Fecha corte REPS: Jul 4 2023 1:19PM,1,5,,,,,
7600106583,INVERSIONES EN RECREACION DEPORTE Y SALUD S.A. Sigla: BODYTECH S.A.,NI,830033206,Privada,NO,Valle del cauca,76001,KR 98 No. 16-200 LC 202,constanza.fonseca@bodytechcorp.com,924897964,Fecha corte REPS: Jul 4 2023 1:19PM,2,2,,,,,
7600106675,HUMAN FINE S.A.S.,NI,900166682,Privada,NO,Cali,76001,carrera 43a # 5b-17,direcciongeneral@humanfine.com,925548446,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600106688,TODOMED LTDA CALI,NI,815005074,Privada,NO,Cali,76001,CALLE 5E  No 43A-05,tesoreria@todomed.co,3923810-137427612-3127646982,Fecha corte REPS: Jul 4 2023 1:19PM,1,3,,,,,
7600106697,+IPSMEDIC S.A.S,NI,900168679,Privada,NO,Cali,76001,CL 9 # 9-17,puntosaludips1@hotmail.com,922522010,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
7600106708,MEDICINA INTEGRAL EN CASA COLOMBIA S.A.S.,NI,900169638,Privada,NO,Cali,76001,AV 4 # 20N-10,gerencia@medicacolombia.com,926535045,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600106746,DIAGNOSTICO Y REHABILITACION VASCULAR S.A.S - CARDIOMEDICOS S.A.S,NI,900177280,Privada,NO,Cali,76001,CL 9C  # 50-25  CS 806,administracion@cardiomedicos.com-gerencia@cardiomedicos.com,925133721 - 924878085 - 924878086,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600106752,FISIOSALUD TERAPIAS INTEGRADAS S.A.S,NI,900163796,Privada,NO,Cali,76001,KRA 1 A OESTE No 1-76 EDIFICIO CENTRO ALFEREZ REAL (ANTIGUO HILTON),info@fisiosalud.co,928920508,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600106821,CARLOS EDUARDO MANTILLA RAMIREZ E.U.,NI,900193410,Privada,NO,Cali,76001,CALLE 44 # 22-30 PISO 2,cmporsalud@gmail.com,924419060,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600106844,LATIDOS,NI,900136580,Privada,NO,Cali,76001,CARRERA 46 NUMERO 9C-85 LOCAL 103,latidosgc@hotmail.com,4836960-4852255-3136281029-3204783314,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
7600106882,UNIDAD MEDICA INTEGRAL LER LTDA,NI,900208098,Privada,NO,Cali,76001,KR 23 # 58 -23,umilerltda@gmail.com,4444008,Fecha corte REPS: Jul 4 2023 1:19PM,1,5,,,,,
7600106892,LONGEVOS,NI,900194473,Privada,NO,Cali,76001,CALLE 5 B  42 A 27,gerencia@longevos.com,925520540,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600106936,CLIMEDIC IPS S.A.S.,NI,900200318,Privada,NO,Cali,76001,CARRERA 1F N°61A-93 PISO 1-BARRANQUILLA,gerenciaoralboutique@gmail.com,2321542,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600106938,SISANAR S.A.,NI,900218460,Privada,NO,Cali,76001,Carrera 39A # 5D - 75,sisanar@sisanar.com.co,925145835-925134089-925518465-925533718,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600106972,PROMOVER SAS,NI,809002913,Privada,NO,Cali,76001,CL 5A # 40 - 60,adrianampardo@hotmail.com direccionips@promoversas.com.co,5534405,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600106974,CLÍNICA INTERNACIONAL DE CIRUGÍA PLÁSTICA SAS,NI,900208912,Privada,NO,Cali,76001,CL 5A # 40-72,climediplastic@gmail.com,3961204 - 5532903 - 3176594530,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600107053,ORTHOIMPLANT SAS,NI,900229521,Privada,NO,Cali,76001,CL 70 # 7 BIS-67 LC 201-202,orthoimplantgda@yahoo.com,5533893 - 3113835231,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
7600107054,CENTRO ODONTOLOGICO DEL VALLE LTDA,NI,805022275,Privada,NO,Cali,76001,Avenida 6 Norte No. 39 N 30,gerencia@clinicanuevasonrisa.com,6541789,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600107059,COOPERATIVA DE SERVICIOS INTEGRALES DE SALUD RED MEDICRON IPS,NI,900077584,Privada,NO,Cali,76001,CRA 12 A #52-32 - Barrio:VILLA COLOMBIA,notificaciones@redmedicronips.com.co,3219175841 - 3134745009 - 3107188852,Fecha corte REPS: Jul 4 2023 1:19PM,1,7,,,,,
7600107098,ORTHOX SERVICIOS ODONTOLOGICOS S.A.S,NI,900135419,Privada,NO,Cali,76001,AVENIDA 6 # 14 - 17 LOCAL 01,santamaria205@hotmail.com,6687541,Fecha corte REPS: Jul 4 2023 1:19PM,1,4,,,,,
7600107098,ORTHOX SERVICIOS ODONTOLOGICOS S.A.S,NI,900135419,Privada,NO,Valle del cauca,76001,AVENIDA 6 # 14 - 17 LOCAL 01,santamaria205@hotmail.com,6687541,Fecha corte REPS: Jul 4 2023 1:19PM,3,3,,,,,
7600107134,CUIDARTE EN CASA S.A.S,NI,900236008,Privada,NO,Cali,76001,CARRERA 65 # 9 - 96,contabilidad@cuidarteencasa.com,4869892,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600107140,"RADIOLOGIA ODONTOMAXILOFACIAL SOCIEDAD POR ACCIONES SIMPLIFICADA ""RADOMAX S.A.S""",NI,900073713,Privada,NO,Cali,76001,CL 23N # 6AN-17 LC 106,gerenciaradomax@hotmail.com,6534595-6601198,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600107163,ASOCLINIC LIMITADA,NI,900112027,Privada,NO,Cali,76001,"El HORMIGUERO Km 8 Via Puerto Tejada, Cali - Barrio:El HORMIGUERO",asoclinic@inmuno.org,5216232-5216228,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
7600107177,SER OCUPACIONAL SAS,NI,900249562,Privada,NO,Cali,76001,AV 2C No. 24 N - 52,contacto@serocupacional.com,926844350,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
7600107181,MEDICAL STETIC E.U.,NI,900248231,Privada,NO,Cali,76001,CARRERA 28 NRO 5B-43 - Barrio:SA FERNANDO,medicalsteticips-cali@hotmail.com,5143343,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
